gps_id,user_id,latitude,longitude,date_time,speed,bearing,accuracy,provider,address,driving_distance,gps_for,idle_status,last_modified_date_time
3491802,1741,20.953355845995244,72.9291230533272,2020-01-02 23:59:00,0.0,0.0,25.0,gps,"Riddhi Siddhi Complex Tower,Tower Rd,Mangaliya Wad,Navsari,Gujarat 396445,India",0.0,punchOut,Idle,2020-01-03 00:05:04
3491817,1741,20.94950804952532,72.92999871075153,2020-01-03 06:42:39,1.46,318.9,29.0,gps,"Mahila Vidya Bhavan,Madhumati Colony,Navsari,Gujarat 396445,India",0.0,punchIn,Idle,2020-01-03 06:42:42
3491818,1741,20.94950804952532,72.92999871075153,2020-01-03 06:42:42,1.46,318.9,29.0,gps,"Mahila Vidya Bhavan,Madhumati Colony,Navsari,Gujarat 396445,India",0.0,movement,Idle,2020-01-03 06:42:43
3491819,1741,20.94950804952532,72.92999871075153,2020-01-03 06:57:44,0.38,0.0,29.0,gps,"Mahila Vidya Bhavan,Madhumati Colony,Navsari,Gujarat 396445,India",0.0,movement,Idle,2020-01-03 06:57:46
3491824,1741,20.946961417794228,72.91384041309357,2020-01-03 07:12:43,0.54,0.0,11.0,gps,"Navsari,Shantadevi Rd,Udyog Nagar,Vejalpore,Navsari,Gujarat 396445,India",2.441,movement,,2020-01-03 07:12:46
3491825,1741,20.94380751717836,72.91488295421004,2020-01-03 07:27:43,0.42,0.0,21.5,gps,"191,Sardar Patel Twp Rd,Khodiyar Nagar,Vejalpore,Navsari,Gujarat 396445,India",1.8,movement,,2020-01-03 07:27:45
3491837,1741,20.93595962505788,72.91687197983266,2020-01-03 07:42:45,3.41,219.6,12.0,gps,"Vijalpor Main Rd,Saraswati Nagar,Dhirubhai Ni Wadi,Navsari,Gujarat 396445,India",0.964,movement,,2020-01-03 07:42:48
3491840,1741,20.776376025751237,72.96665000729263,2020-01-03 07:57:44,14.7,172.3,23.5,gps,"Talodh Rd,Mandal Faliya,Talodh,Bilimora,Gujarat 396321,India",24.337,movement,,2020-01-03 07:57:45
3491844,1741,20.61327990610152,72.93455402366817,2020-01-03 08:12:45,12.76,186.5,13.0,gps,"Mograwadi Rd,Panchvati Society,Kapadia Chal,Valsad,Gujarat 396001,India",26.385,movement,,2020-01-03 08:12:49
3491848,1741,20.579787078313533,72.93046206235886,2020-01-03 08:27:52,9.5,196.9,27.0,gps,"Plot No14/A Pramukh darshan-2,Vashiyar,Gujarat 396001,India",4.869,movement,,2020-01-03 08:27:55
3491853,1741,20.37011624313891,72.90852352045476,2020-01-03 08:42:45,0.0,0.0,27.5,gps,"SHOP NO 5 YOUSUF MARKET OPP DIKSHIT HOSPITAL,Fatak Rd,near SYESHA MASJID,Gita Nagar,Vapi,Gujarat 396191,India",27.214,movement,,2020-01-03 08:42:46
3491859,1741,20.371952340938147,72.91533884592354,2020-01-03 08:57:45,0.06,122.8,2.0,gps,"18,Vapi - Daman Main Rd,Laddak,Vapi East,Imran Nagar,Vapi,Gujarat 396191,India",1.022,movement,,2020-01-03 08:57:48
3491880,1741,20.32483271788805,72.96043273061514,2020-01-03 09:12:47,2.74,123.9,8.0,gps,"Silvassa - Vapi Rd,Dadra,Dadra and Nagar Haveli 396193,India",7.257999999999999,movement,,2020-01-03 09:12:49
3491897,1741,20.269678579643365,73.0041004344821,2020-01-03 09:30:06,0.12,322.8,4.5,gps,"sarkari bus depo ke samne raj kamal bekri k upar Silvassa fast flor shop no 2,Opp. Bus Stand,Silvassa,Dadra and Nagar Haveli 396230,India",8.062000000000001,movement,Idle,2020-01-03 09:30:09
3491918,1741,20.269511318765574,73.00408048555255,2020-01-03 09:45:06,0.51,348.8,7.0,gps,"Red Cross House,10,Khanvel Rd,Opp. Bus Stand,Samarvarni,Silvassa,Dadra and Nagar Haveli 396230,India",0.0,movement,Idle,2020-01-03 09:45:08
3491936,1741,20.276401871815324,73.00765117630363,2020-01-03 10:00:07,6.77,200.6,5.0,gps,"Kilvani Rd,Park City,Silvassa,Dadra and Nagar Haveli 396230,India",1.3130000000000002,movement,,2020-01-03 10:00:09
3491939,1741,20.274255517870188,73.0085623729974,2020-01-03 10:03:45,0.72,0.0,11.5,gps,"Suddhan villa,shop no 3,kilvani Naka,near dreamland cinema,Subji Market,Bavisa Faliya,Silvassa,Dadra and Nagar Haveli 396230,India",0.306,movement,,2020-01-03 10:03:47
3492027,1741,20.27128723450005,73.00954213365912,2020-01-03 10:18:44,0.0,0.0,27.0,gps,"396230,Solanki Sadan,Bavisa Faliya,Silvassa,Dadra and Nagar Haveli 396230,India",0.359,movement,,2020-01-03 10:28:44
3492028,1741,20.272015957161784,73.00852239131926,2020-01-03 10:28:37,0.0,0.0,0.0,gps,"Opp Father Angelo School,Bahumali,Solanki Sadan,Bavisa Faliya,Silvassa,Dadra and Nagar Haveli 396230,India",0.13699999999999998,activity,,2020-01-03 10:28:46
