gps_id,user_id,latitude,longitude,date_time,speed,bearing,accuracy,provider,address,driving_distance,gps_for,idle_status,last_modified_date_time
3491826,1251,26.11686602,85.29660472,2020-01-02 23:15:45,1.33,287.2,78.884,gps,"Unnamed Road,Mansurpur Chamarua,Bihar 843113,India",0.0,movement,Idle,2020-01-03 07:30:33
3491827,1251,26.11686602,85.29660472,2020-01-02 23:22:09,0.0,0.0,78.884,gps,"Unnamed Road,Mansurpur Chamarua,Bihar 843113,India",0.0,movement,Idle,2020-01-03 07:30:35
3491828,1251,26.11686602,85.29660472,2020-01-02 23:23:07,0.77,352.5,78.884,gps,"Unnamed Road,Mansurpur Chamarua,Bihar 843113,India",0.0,movement,Idle,2020-01-03 07:30:36
3491829,1251,26.1171994,85.29618886,2020-01-02 23:23:38,0.0,0.0,0.0,gps,"Unnamed Road,Mansurpur Chamarua,Bihar 843113,India",0.0,activity,,2020-01-03 07:30:45
3491830,1251,26.11686602,85.29660472,2020-01-02 23:40:14,0.0,0.0,78.884,gps,"Unnamed Road,Mansurpur Chamarua,Bihar 843113,India",0.0,movement,Idle,2020-01-03 07:30:46
3491831,1251,26.11686602,85.29660472,2020-01-02 23:53:21,0.0,0.0,78.884,gps,"Unnamed Road,Mansurpur Chamarua,Bihar 843113,India",0.0,movement,Idle,2020-01-03 07:30:48
3491832,1251,26.11694107,85.29627553,2020-01-02 23:59:00,0.0,0.0,33.374,gps,"Unnamed Road,Mansurpur Chamarua,Bihar 843113,India",0.0,punchOut,,2020-01-03 07:30:54
3491833,1251,26.11647002,85.29858057,2020-01-03 07:31:29,1.44,135.3,13.653,gps,"Unnamed Road,Madhuban,Bihar 843113,India",0.0,punchIn,Idle,2020-01-03 07:31:33
3491834,1251,26.11647002,85.29858057,2020-01-03 07:31:32,1.44,112.9,13.653,gps,"Unnamed Road,Madhuban,Bihar 843113,India",0.0,movement,Idle,2020-01-03 07:31:35
3491841,1251,26.12124549,85.35444654,2020-01-03 07:46:31,6.02,76.6,12.136,gps,"Chhapra - Rewa - Muzaffarpur Rd,Alkapuri Colony,Swami Shajanand Colony,Muzaffarpur,Bihar 843165,India",5.812,movement,Idle,2020-01-03 08:01:35
3491842,1251,26.12124549,85.35444654,2020-01-03 08:01:32,6.02,76.6,12.136,gps,"Chhapra - Rewa - Muzaffarpur Rd,Alkapuri Colony,Swami Shajanand Colony,Muzaffarpur,Bihar 843165,India",0.0,movement,Idle,2020-01-03 08:01:37
3491849,1251,26.10884939,85.35858956,2020-01-03 08:16:38,6.74,189.3,30.34,gps,"Patna - Sitamarhi Rd,Gobarsahi,Muzaffarpur,Bihar 843165,India",2.109,movement,,2020-01-03 08:31:43
3491850,1251,26.04149755,85.34668389,2020-01-03 08:31:39,17.65,212.1,18.204,gps,"NH22,Turki,Bihar 843165,India",9.712,movement,Idle,2020-01-03 08:31:45
3491854,1251,26.04149755,85.34668389,2020-01-03 08:46:38,17.65,212.1,18.204,gps,"NH22,Turki,Bihar 843165,India",0.0,movement,Idle,2020-01-03 08:46:41
3491865,1251,26.04149755,85.34668389,2020-01-03 09:01:41,17.65,212.1,18.204,gps,"NH22,Turki,Bihar 843165,India",0.0,movement,Idle,2020-01-03 09:01:44
3491881,1251,25.69038343,85.23034374,2020-01-03 09:16:36,14.74,145.5,24.272,gps,"Chaurasia Chowk Bus Stop,NH 19,Hajipur,Bihar 844101,India",45.389,movement,Idle,2020-01-03 09:16:41
3491919,1251,25.69038343,85.23034374,2020-01-03 09:31:36,14.74,145.5,24.272,gps,"Chaurasia Chowk Bus Stop,NH 19,Hajipur,Bihar 844101,India",0.0,movement,Idle,2020-01-03 09:46:42
3491920,1251,25.69038343,85.23034374,2020-01-03 09:46:38,14.74,145.5,24.272,gps,"Chaurasia Chowk Bus Stop,NH 19,Hajipur,Bihar 844101,India",0.0,movement,Idle,2020-01-03 09:46:45
3491937,1251,25.600415288512842,85.18629770390099,2020-01-03 10:01:38,14.0,4.647869999999998,16.4776,gps,"373/218,Sandalpur Rd,Sardar Patel Colony,Patna,Bihar 800004,India",12.547,movement,,2020-01-03 10:01:41
3492098,1251,25.606543452938126,85.13927304618514,2020-01-03 10:16:38,5.0,0.163645,28.9749,gps,"Next To Hotel Kuna International,Jamal Rd,Fraser Road Area,Patna,Bihar 800001,India",5.255,movement,Idle,2020-01-03 10:46:43
3492099,1251,25.606543452938126,85.13927304618514,2020-01-03 10:31:38,5.0,0.163645,28.9749,gps,"Next To Hotel Kuna International,Jamal Rd,Fraser Road Area,Patna,Bihar 800001,India",0.0,movement,Idle,2020-01-03 10:46:46
