gps_id,user_id,latitude,longitude,date_time,speed,bearing,accuracy,provider,address,driving_distance,gps_for,idle_status,last_modified_date_time
3492359,1262,21.09337685,79.13056875,2020-01-03 12:07:26,0.0,0.0,19.721,gps,"Vasutugandha Green III Apartment,Near Acharya vishnugupt college Narsala,Chandrakiran Nagar,Nagpur,Maharashtra 440034,India",0.0,punchIn,Idle,2020-01-03 12:07:29
3492360,1262,21.09337685,79.13056875,2020-01-03 12:07:29,0.0,0.0,19.721,gps,"Vasutugandha Green III Apartment,Near Acharya vishnugupt college Narsala,Chandrakiran Nagar,Nagpur,Maharashtra 440034,India",0.0,movement,Idle,2020-01-03 12:07:32
3492484,1262,21.09318492,79.1303397,2020-01-03 12:07:43,0.0,0.0,16.687,gps,"flat flat202,New Narsala Rd,Chandrakiran Nagar,Narsala,Maharashtra 440024,India",0.0,movement,Idle,2020-01-03 12:37:47
3492485,1262,21.09318492,79.1303397,2020-01-03 12:22:42,0.0,0.0,16.687,gps,"flat flat202,New Narsala Rd,Chandrakiran Nagar,Narsala,Maharashtra 440024,India",0.0,movement,Idle,2020-01-03 12:37:48
3492486,1262,21.09318492,79.1303397,2020-01-03 12:37:44,0.0,0.0,16.687,gps,"flat flat202,New Narsala Rd,Chandrakiran Nagar,Narsala,Maharashtra 440024,India",0.0,movement,Idle,2020-01-03 12:37:49
3492579,1262,21.12525009,79.10500168,2020-01-03 12:52:42,5.99,3.6,13.653,gps,"4/5,Somwaripeth,Nagpur,Maharashtra 440024,India",6.197,movement,,2020-01-03 13:07:30
3492580,1262,21.13220066,79.09825583,2020-01-03 13:07:44,0.0,0.0,40.959,gps,"194,Untkhana Rd,Medical Chowk,Untkhana,Nagpur,Maharashtra 440009,India",1.396,movement,Idle,2020-01-03 13:07:46
3492592,1262,21.13220066,79.09825583,2020-01-03 13:12:53,0.97,172.3,40.959,gps,"194,Untkhana Rd,Medical Chowk,Untkhana,Nagpur,Maharashtra 440009,India",0.0,movement,Idle,2020-01-03 13:12:54
3492594,1262,21.13224732,79.09828704,2020-01-03 13:13:22,0.0,0.0,0.0,gps,"194,Untkhana Rd,Medical Chowk,Untkhana,Nagpur,Maharashtra 440009,India",0.0,activity,Idle,2020-01-03 13:13:41
3492624,1262,21.13220066,79.09825583,2020-01-03 13:21:22,0.0,0.0,40.959,gps,"194,Untkhana Rd,Medical Chowk,Untkhana,Nagpur,Maharashtra 440009,India",0.0,movement,Idle,2020-01-03 13:21:23
